       -0.8807412236       -1.2331262152     -157.4313156510      157.4393822839
       -0.0051712611        0.2381550800       -9.7396045662        9.7435168946
        0.0362280943        0.2694752057       -6.9243427525        6.9310844534
       -0.2206628664       -0.1438198985       -0.6838608666        0.7460038429
        1.2716787521        1.0422298083       -6.1740167274        6.3907254797
       -0.5695590845       -0.3627761836      -58.5430479911       58.5544811606
        0.2839991726       -0.4668202293      -49.6978846131       49.7097441380
        0.6510530003        1.3970949413      -62.7226079598       62.7485783532
        0.1434555273       -0.0312880942       -6.9382351613        6.9411919273
        0.4931562547        2.1627817414      -14.8865871635       15.0516040711
        0.2396813608       -0.0786236784       -1.9340954697        1.9554625817
        0.3355486441        0.0516402769       -0.8346540063        0.9118040941
       -0.7853865645       -0.7810520475       -1.5367790662        1.8994852039
        0.1094889185       -0.1754670827       -0.6843130641        0.7283822313
       -1.3395280577       -1.0677537402       -6.4527380155        6.7420362761
       -0.4610425267       -0.0168193957       -0.8357253135        0.9647588756
       -0.8586330562       -2.0252604440       -6.1169276419        6.5019392609
        0.1506846470       -0.2812835366       -0.3038867955        0.4622264166
        1.9980221318        1.1300023793       -3.4459595617        4.2454664891
        0.3272882037       -0.2364585949        0.1553473919        0.4545798417
        1.0076426762        1.4440286855        0.8523588299        1.9612643798
        0.0379998790       -0.3660104062        0.1528715253        0.4222050407
       10.0151541250       -2.3211630182      -15.0785563543       18.2503000364
       11.3598983026       -1.2325298244      -15.8349153125       19.5276839884
        1.6687709743       -1.1585763834       -2.8709909456        3.5198245120
        3.2014431503       -0.3128004506       -0.5513753788        3.3957985464
      -30.7151484971        7.1828179172      -30.3287168815       43.7617176202
       -7.5956115238        2.5973350872       -7.5388480549       11.0234901429
       -0.9213602936       -0.5107772285       -0.1419601961        1.0721150358
       -1.0794599717       -0.6668199287        0.5316879271        1.3827705828
       -0.7396340255       -0.6182167240        2.5119449763        2.6941784942
        0.2074176533        0.2794277179        0.9960164767        1.0642511636
       -0.1539166871       -0.7751679292        2.5738103560        2.7372826624
       -1.3215623416       -0.6371922652      234.4350568153      234.4396892268
       -1.0575338040        0.0953188302      464.9467453555      464.9479787674
       -0.6276410883        0.2361957514       71.0828886604       71.0861889671
       -0.2082020096       -0.4373362216        0.9028588667        1.0340430193
       -0.0179791764        0.0902483897        0.2648461382        0.3131952817
        0.1020198339        0.1098009129        1.7787412558        1.7904928168
        2.0706642474        2.4044116603        1.0424047727        3.4696174649
        0.7973260719        0.5349870337       57.3601218239       57.3683274589
       -0.2096823488        0.0247005810      -23.7890553577       23.7951971424
        0.3102511281        0.1319028264     -314.2349531398      314.2355280746
       -0.2551007217        0.1414141961     -264.4206622484      264.4208599525
       -0.0667217187        0.1675665310     -440.2993433749      440.2994024371
        0.1230808742        0.0544787546       -9.2334321211        9.2344131146
        0.0149244718        0.0926408620      -13.1527203128       13.1530550328
       -0.7273456972        0.8103042163      -69.3094134240       69.3181065354
        1.3444919516       -0.0354346667      -75.6843009141       75.6962503634
       -0.2673665474       -0.0908126999      -12.8334289873       12.8372937636
        0.3478059093        0.1156549525       -5.5306033046        5.5427356000
        0.1066857461       -0.0194790151       -1.0350365802        1.0407026486
        0.0216700641       -0.0151983847       -0.0808217620        0.0850455160
       -0.0908971368       -0.1795934739       -2.1471276079        2.1565419240
        0.1619100903        0.1096391138       -5.1549916876        5.1605866621
        0.1658801571       -0.4323029725      -10.9719847384       10.9928382207
       -0.0738683424        0.2189545272       -5.2858871411        5.2927762347
        0.6032480190        0.0236332859       -3.2008192361        3.2944425092
       -0.0357683833        0.1856094526       -0.6235460716        0.6515673024
       -0.3533710661        0.6295703546       -2.8607535473        2.9504475593
        0.0481173336        0.0105768278       -0.5957002119        0.5977339622
        0.2075827055       -0.0308763006       -0.7487101323        0.7775672240
        0.5304017839        1.4777754272       -3.9322188565        4.3370823357
        0.0413924064        0.1486652835       -0.0938036137        0.2282402258
        0.0836183570        1.0175603398       -5.1671981062        5.3502475764
        0.3485824980        0.7400614406       -2.3277750515        2.4712784483
        0.2840798497        0.1448084307       -0.3598613881        0.5006504231
        0.0615749422        0.1226682661       -0.2567909641        0.3228937304
        0.4447081942       -0.4703237310      -41.1153447304       41.1206763305
        0.0124634495        0.4015541485      -14.9710629970       14.9771027945
       -0.0316220376       -0.1433969883      -40.0395270888       40.0428387244
       -0.3087482155        0.1806952265      -13.8307938752       13.8354195977
       -0.3356629575        0.0993822522      -10.0800461630       10.0861229965
       -0.3201882660       -0.2024976612      -41.8446572615       41.8568897287
        0.1061884633       -0.3151853343      -14.3998854139       14.4044020183
       -0.2527720657        0.9069338223      -58.5238686950       58.5316077815
       -0.1792120633       -0.0360308668      -33.2666000360       33.2673950427
        0.9675598538        0.3593779851      -47.8071191709       47.8274640622
       -0.0714174325        0.0908505489       -6.7152464947        6.7176907894
       -0.0778201914        1.4032563894      -90.8847339885       90.9004422830
        0.0244495106        0.0548209263      -26.7828085908       26.7832395149
       -0.1660314882       -0.0217473452      -18.6254257666       18.6267013767
        0.0157049989        0.0168585335       -0.3203174380        0.3211450112
        0.3107606707       -0.1971654391       -2.5216196955        2.5483352004
        0.0555180663        0.1012407689       -2.8568822700        2.8592146218
        0.4924054759        0.4638065599      -11.5988585156       11.6185669746
        0.0246279353        0.3500825457       -1.4762107229        1.5237592353
       -0.1337804291        0.0207566609       -0.6922983624        0.7054112734
        0.1425990775        0.2159252673       -1.4422250588        1.4652547008
        1.1509079385        1.3932642481      -11.9161396276       12.0523922095
       -0.2817355269        0.1171350200       -3.5044085055        3.5204338196
       -0.2938296833        0.5477549955       -4.0607872094        4.1104554447
        0.2320766870        0.2725578877       -2.4417843515        2.4718288765
       -0.1166849087        0.3561484951       -1.0167846717        1.0926060461
        0.4301305393        0.3390614943       -3.7153711906        3.7581162630
        0.2292214322        0.5342372509       -4.0278522037        4.0719804844
       -0.9524325280        0.0334349530       -3.6861382279        3.8073429911
       -0.2656944809       -0.2572725338       -2.3412698888        2.3703011214
       -1.0311407020       -1.0586248548       -4.0709688056        4.4316494143
       -0.0950317920        0.0651839091       -0.4709223689        0.5045073299
        0.0664907355       -0.2283387225       -1.8762930749        1.8964480162
       -0.5611110795       -0.6953888597       -1.9606771050        2.1592002697
        0.1891889671       -0.1472085995       -0.2096350365        0.3184488743
        0.0792704574        0.0251844818       -0.0983276385        0.1287881517
        0.1611736633        0.0711833539       -0.3690578008        0.4321197344
       -0.0054785644       -0.1772470704       -0.1887858326        0.2942217092
        1.2592788545        0.6027682305       -1.9731707573        2.5928490514
        0.2029562446        0.1650861534        0.0141930687        0.2968600737
        1.2748961578        0.4162795142        0.2649070316        1.3741558745
        1.0762322510        0.3311719610        0.5525788508        1.2620514638
        0.1617039199       -0.1197724715        0.0749212600        0.2560987754
       -0.0323954715        0.2494233491        0.1560907622        0.3272698956
        0.4783653778        0.0155338834        0.0730680592        0.4841628626
        0.8887630855        0.0859887077        0.3171179068        0.9475535060
        0.4620391835        0.0959242469        0.9549103797        1.0742510351
        0.4929608353        0.2924063523        0.4046649124        0.7153637789
        0.8090379891        0.3357430404        0.1242812216        0.8956514187
       -0.2218609894        0.0554977900        0.1140035220        0.2911681494
        1.0947245051       -0.6236432380       -0.8821510424        1.5443519278
        1.2312355422       -0.7380880549       -1.6968461982        2.2269893898
        0.9823668004       -0.1980014204       -1.1323956352        1.5185679940
        0.3072642138       -0.3616367001       -0.8863081947        1.0149947787
        3.5267082850       -0.8709343198       -6.0396048282        7.0492910411
        0.0302309577       -0.1093072034       -0.1454183249        0.2312752681
        8.3195138078       -1.2696507106      -13.6925071989       16.0726648724
        1.9111207173       -0.2604029574       -2.8768617815        3.4664110534
        0.5301770085       -0.2474488120       -1.1645712928        1.3107343956
        1.7420326246       -0.2822907394       -2.8168929273        3.3240414394
        7.1662439694       -0.8989264899      -11.6921124639       13.7429478399
        4.0278455019       -0.7538804612       -6.1367606781        7.4387161891
        2.3520608039       -0.3594541793       -3.9148734196        4.5833515040
        0.8874010232        0.1118054115        0.0320276498        0.9058071435
        0.1500724686        0.0233402575        0.0493207873        0.2120821501
        4.2962697295       -1.7142289365       -0.1690138675        4.6308271300
        1.8430690942       -0.4354147487        0.3986540928        1.9353074110
       17.9174665745       -3.9541912904        4.1909545762       18.8211407058
        3.7381128073       -1.1588289400        1.2894704313        4.1229341070
       40.1307210930       -9.9455385011        9.4372399972       42.4083658029
       46.9323028742      -12.1457646999       11.2983938225       49.7778448306
       49.9481498640      -13.6951263923       11.6387976852       53.0834743878
       55.4631919903      -13.9171302743       13.2275436067       58.6925897426
        8.2260209293       -2.0146434912        1.9795098478        8.6973943203
      552.6086009193     -143.3841889206      127.4057239389      584.9508777791
      -58.5643305599       13.6721150775      -60.7292192202       85.4679184928
      -20.7055785892        4.9367170132      -21.3460862941       30.1457632088
      -63.1393333534       15.4319228136      -63.1699054399       90.6388674177
     -184.7092504379       43.8836483458     -185.9895634959      265.7736690492
     -132.3436726570       31.1975659982     -133.8117860858      190.7714585356
     -249.6259700938       59.9806981396     -252.0534723625      359.7801849802
      -84.6956389844       20.2530979512      -84.9405599439      121.6489105704
       -1.4896061764        0.5394718049       -1.1697689680        1.9742835694
      -15.6910439822        4.0928980329      -16.0308697076       22.8077421088
       -6.5161499932        1.4530419848       -7.0414172713        9.7042557013
       -1.6887821332        0.6217356263       -1.7453944171        2.5108607565
       -2.9066030431        0.8578299581       -2.1768165890        3.7339287264
       -4.3216629645        0.4876667295       -4.0106317127        5.9177053101
       -0.1313279989        0.1710015195        0.2960934797        0.3662784619
       -0.1378802261        0.0239116355        0.1336123094        0.1934811936
        0.1228571341        0.1038820753        0.1856298240        0.2456497354
        0.0880826051       -0.0369854789        0.0702432827        0.1185773575
        0.3000337170       -0.0143366600        0.8191164649        0.8835481533
        0.1103182833       -0.3276972527        0.5695489167        0.6807505905
        0.0246169502       -0.0632054218        0.4462814427        0.4514067409
        0.3462650138       -0.1370493016        1.8335961124        1.8710309122
        0.1072718009        0.2347141259        0.8106008195        0.9835205177
       -0.1228669036       -0.3420825771        0.4269449947        0.5778222728
       -0.0537484106       -0.1418315633        0.1658218865        0.2247264604
       -0.1921583292       -0.2051056097        0.6510375898        0.7227190760
        0.0719282041       -0.6389806821        1.3260724361        1.4803438348
        0.0770785256       -0.0961694649        0.7126381724        0.7365613449
       -0.1024788272        0.2570404755        1.0007133278        1.0476061595
       -0.3569652766        0.0132486739        8.2719979695        8.2808834026
        0.9119741942       -0.5440359019       10.4508006448       10.5046135631
        0.2130354298        0.0824739706       12.4438615581       12.4813728536
        0.0796437059       -0.2190335365        1.8949965789        1.9143695121
        0.0257844816       -0.0205887972        0.4134653053        0.4147798172
        0.3407013815       -0.9771232757       20.8001110981       20.8258365743
       -0.0484682129       -0.4170975131       51.2421047601       51.2524142879
        0.0897243336       -0.1477960689       33.5942223016       33.5949571509
        0.3309172902        0.2053558941       15.3759445633       15.3815092983
       -0.4513428002       -1.0629724624      198.6483838807      198.6517896193
       -0.5096208939        0.2808545308      526.2829357022      526.2840937694
        0.0439210002       -0.0909597094       62.6115892566       62.6118262930
       -0.4921468048       -0.2259270362      263.1629036404      263.1651334325
        0.0256741895        0.0647083476       60.1293229885       60.1295252698
       -0.2129474818        0.3356181212       10.9531127852       10.9612109561
       -0.3345049992        0.0053042168       10.0385185055       10.0450612392
       -0.2168883064        0.0832963463       14.9196810412       14.9221426402
        0.2190731187        0.1408132403        1.5507985399        1.5786948078
        0.1157490730        0.0973727931        0.2776072109        0.3455790172
       -0.2700182117       -0.2659794788        3.8116405429        3.8304384274
       -0.0503520285       -0.0502248492        1.5957756572        1.5973596371
        0.3728285538       -0.0813045131        0.3833836648        0.5586361729
        0.2045526783        0.5531671529        1.4067251294        1.5317281325
        1.1124557930        0.6363451605        0.6161236815        1.7036584277
       -0.0045760421       -0.0333413613       -0.0266276402        0.1460185011
        0.2034731156       -0.0975389956       -0.0758288761        0.2759437765
        0.2198871730        0.5955469316        0.7259653412        0.9744393147
        1.6512411277        1.3209100794        1.5552345144        2.6286184355
        0.1485630649        0.3302111341        2.2869277289        2.4987878260
        0.1434858277        0.1748231234        1.2536107327        1.2814721851
        0.4466109566       -0.3708574769        3.3454935959        3.5230832803
        0.0645162267       -0.3240107647        0.8653597227        0.9367350499
        0.7297178455       -0.0230670048        8.7581561340        8.7896415668
        0.0818687057       -1.0590802908        6.0448998742        6.1375213268
       -0.0165520648        0.0496969805        0.9381702085        0.9396313643
        0.1856788128       -0.2651426402        3.5296675023        3.5472256346
        0.2462301231       -0.0254015715        9.5838219962        9.5880341234
        0.4564255134        0.1547243999       36.4834178279       36.4899947345
        0.2420013869       -0.4750765942        8.8978425902        8.9148945584
       -0.5836449074        0.2713063655       97.8985090318       97.9007242003
        0.1098728236       -0.3173326524      192.1524793330      192.1528234652
       -0.0884675198       -0.0343950604       37.9162600215       37.9166357068
       -0.3479866282       -1.6163644207     3219.6952699557     3219.6958312012
       -0.4502778003       -0.0845033682      -15.5304915887       15.5378743620
       -0.0136188828        0.0749919179      -11.8647621575       11.8658278304
       -0.2356122901        0.2546257088     -464.6232035239      464.6233539976
       -0.3366930922        0.0001267148     -314.7906873590      314.7912608153
       -0.5908021127        0.2714310441      -62.0570105158       62.0624117444
        0.0950294025       -0.0979437150       -6.5075134406        6.5089442107
       -0.0258241148       -0.1651896244       -7.6613397231        7.6631638929
       -0.0283746791       -0.0128186850       -1.1860948704        1.1865034693
       -0.2445470072       -0.0367850366       -2.3234980477        2.3366213976
        1.1134230020       -0.0084955425       -8.1756524679        8.2511257554
        0.7423074922        0.0450351928       -4.7803853081        4.8378851035
        0.0631614949       -0.0147897750       -0.3372075109        0.3433904735
       -0.0615524241       -0.0730339500       -0.4109508860        0.4219043606
        0.2721762563        0.9356454684       -1.1899345164        1.5380040671
        0.0195567553       -0.0613884496       -0.2438139881        0.2521830074
        0.0015753821       -0.0127040661       -5.1798684309        5.1798842494
       -0.2336502048        0.2398589892      -61.5027554276       61.5036669633
       -0.2111577946       -1.2264310644      -54.4484267777       54.4628256623
       -0.1724150208       -0.6710138080      -46.7073487537       46.7126952108
       -0.0083548891        0.1191926839       -1.6273211403        1.6317018091
        0.1782576111        0.2370603640       -3.4515411588        3.4642617920
       -0.0157160274       -0.0172284475       -0.8321853782        0.8325120519
        0.2055123178       -0.2277451049       -4.7400462090        4.7499622323
        0.1433996625        0.1319354611       -4.2237703099        4.2282627709
        0.2505217514        0.5109550496      -14.5866293938       14.5977256202
        0.0907354824        0.2212240967       -1.6245224103        1.6420249969
        0.0442826976        0.6827900032       -4.2712530344        4.3257098411
       -0.0286900410        0.1272840718       -0.9586700336        0.9675084427
        0.0168298416        0.0212462677       -1.2498808277        1.2501746801
        0.0191626579        0.0396505095       -0.1096013028        0.1181178053
       -0.1826163842        0.1583483453       -0.3493583086        0.4248225159
        0.0736986630       -0.4757600112       -0.5567925582        0.7360686341
        0.0718737115       -0.1073098612       -0.0922689901        0.1587287096
        0.3823052378        0.2473184083       -0.9764937570        1.0774338714
       -0.0099669892        0.0144860894       -0.0618195721        0.0642716668
       -0.0893120375        0.0045092023       -0.4219473328        0.4313195157
       -0.0173901063        0.0980486800       -0.2280732197        0.2488641256
        0.0470683860        0.1067218125       -0.0220928902        0.1187142536
        0.2236348783        0.1462105889       -0.2007592535        0.3342070810
        0.2304940378       -0.1786278713        0.2738302916        0.4000230574
       -0.0034266964       -0.0207838453       -0.0099250562        0.0232855581
       -0.0198610958        0.0339167728        0.0860577817        0.0946084161
       -0.1495093893       -0.0992705397        0.1721689527        0.2486962923
        0.1388593068        0.0621639466        0.1820504657        0.2372522611
        0.4364050518        0.1711414837        0.2526138346        0.5324965034
        0.1135784502       -0.3755312317       -0.4819257884        0.6214307973
        0.0656586648       -0.1174273893       -0.3106626572        0.3385432596
        0.6794157833       -0.2958876229       -1.3108688155        1.5058327741
        0.2105562628       -0.0146095214       -0.3598329775        0.4171656141
        0.8891967174       -0.2859846717       -1.2899195992        1.5925924171
        0.9709628090       -0.4638594187       -1.5007185975        1.8466430748
        0.8378588087       -0.0907723342       -1.0811879512        1.3708444061
        0.1779040294       -0.0469475636       -0.1539205319        0.2398863222
        0.4696086571       -0.2188612179       -0.5030102129        0.7221161941
        0.4511368236       -0.1140360671       -0.5914121373        0.7525270589
        1.0715035537       -0.0504322193       -1.2598340838        1.6546435245
        0.0668091207       -0.0378517174       -0.0814590598        0.1119454758
        0.6316389071       -0.1273235117       -0.6462307006        0.9125749854
        0.2684052593        0.0083959523       -0.1886456222        0.3281753282
        0.3892874920       -0.1743366297       -0.6509560390        0.7782555985
        1.3389273647       -0.3627304714       -1.9218592665        2.3701989205
        0.0045094441       -0.0453764540       -0.0434900736        0.0630138411
        0.3133525938       -0.1008805853       -0.3655345011        0.4919168751
        1.4519335046       -0.3776623331       -2.3436634930        2.7827141980
        1.1774890796       -0.2142441295       -1.7232930015        2.0981229346
        0.2355847301       -0.2200748912        0.1401791546        0.3515441909
        0.3730544183       -0.2033339289        0.0678202445        0.4302486156
        5.7036562093       -1.3847122534        1.0304717985        5.9591101942
        0.3132978256       -0.0441957346        0.0509066642        0.3204688424
       12.0524189062       -3.0888845437        2.7804315114       12.7488355783
       31.6297261863       -7.9897036677        7.4822494855       33.4702704005
        0.1298166828       -0.0603422723        0.0449212824        0.1500382703
        5.6041248096       -1.7827306116        1.3929423696        6.0435611820
       15.2635626061       -3.9126479532        3.5227360906       16.1460467918
       12.6420333259       -3.3156273590        2.8203654708       13.3704469927
       -6.8280628114        1.6575170026       -7.0642230364        9.9635862759
      -28.7310801665        6.6899382857      -29.6661493612       41.8367142558
      -23.0805998372        5.2804748057      -23.7593817157       33.5428860164
       -9.5867328041        2.3566842001       -9.6302827557       13.7920713461
       -2.4941626575        0.7605935548       -2.3465485517        3.5079395695
      -12.8361288251        4.1724746846      -12.3930282133       18.3238341103
       -0.2218939688        0.0177591193       -0.1601445527        0.2742236267
       -0.3547183900        0.1627198093       -0.4375984432        0.5863405751
       -1.5077751291        0.4846678610       -1.3722432145        2.0955524844
       -1.0249084149        0.3454253853       -1.0884030972        1.5343980115
       -0.6851007890        0.1387858818       -0.6931465231        0.9844169414
       -0.1348478831        0.0027831157       -0.0667382711        0.1504848634
       -1.7172317946        0.4278616379       -1.5483601280        2.3514611847
       -0.1185075147       -0.0023470526       -0.1255368894        0.1726529765
       -0.2481981444        0.1582306347       -0.1468021309        0.3289226630
       -0.9966635486        0.3389627921       -0.4783137759        1.1562949761
        0.0088328598       -0.0568652170        0.3666038530        0.3710930576
       -0.0824728099        0.0441797782        0.3879523579        0.3990747413
        0.1199632582       -0.0647633161        0.3012285579        0.3306419733
        0.0018630421       -0.0049969991       -0.0147954815        0.0157272757
       -0.0136056330        0.0078110768        0.0042779078        0.0162612013
        0.0895632652       -0.1214885998        0.5518245090        0.5720938272
        0.3093767760        0.0801078725        4.7396091515        4.7503711613
        0.1443427580        0.0774488471        4.1438348166        4.1470712729
